Work Order Id,Std Job No,WO Completed Status,WO Create Date,Ads Building Number,Ads Eastings,Ads Northings,Ads Operation Area,Ads Osapr,Street postcode,Ads Post Town,Ads Region,Ads Water Operational Area,Ads Water Supply Zone
72590,WRNW17,All Complete with Comments                        ,21/06/2004,54,"325,944.00","676,596.00",South East,APHT1P8H5TW45VNGQ1,EH64PS,EDINBURGH,South,Marchbank WOA,Marchbank Hermiston WSZ
72593,WRNW17,All Complete                                      ,21/06/2004,40,"327,767.00","668,118.00",South East,APHB1L8H5XF41QNGB1,EH178ED,EDINBURGH,South,Glencorse WOA,Gilmerton PRV WSZ
72594,WRNW17,All Complete                                      ,21/06/2004,16,"325,956.00","676,397.00",South East,APBN1P8H5TX45RNGW1,EH64NU,EDINBURGH,South,Marchbank WOA,Marchbank Hermiston WSZ
72597,WRNW17,All Complete                                      ,21/06/2004,17,"324,020.00","672,309.00",South East,AP9TF78R56M43RTG6H,EH111HR,EDINBURGH,South,Glencorse WOA,Morningside/Grange WSZ
72598,WRNW17,All Complete with Comments                        ,21/06/2004,14,"325,279.00","676,914.00",South East,APYR1W815R3451N0V1,EH53BL,EDINBURGH,South,Glencorse WOA,Craigleith WSZ
72704,WRNW17,All Complete                                      ,21/06/2004,,"325,977.00","675,971.00",South East,APM16D819TY55KYGG9,EH65QD,EDINBURGH,South,Glencorse WOA,North East Edinburgh WSZ
72728,WRNW17,All Complete                                      ,21/06/2004,30,"332,548.00","673,241.00",South East,AP9CF38R6PT438TGJH,EH152PN,EDINBURGH,South,Glencorse WOA,Magdalene/Portobello East WSZ
73017,WRNW17,All Complete                                      ,22/06/2004,,"325,331.00","671,995.00",South East,AP7W5F8W5R763L8GNR,EH91AP,EDINBURGH,South,Glencorse WOA,Morningside/Grange WSZ
73028,WRNW17,All Complete                                      ,22/06/2004,,"325,250.00","674,944.00",South East,AP50CY8J5R2643JGJR,EH35EU,EDINBURGH,South,Glencorse WOA,Broughton/Chancelot WSZ
73040,WRNW17,All Complete                                      ,22/06/2004,29,"323,236.00","671,100.00",South East,APBXF08R554426T0XH,EH141AP,EDINBURGH,South,Glencorse WOA,Morningside/Grange WSZ
73129,WRNW17,All Complete with Comments                        ,22/06/2004,11,"322,476.00","673,312.00",South East,APRG2A8W53L439NGGR,EH126DZ,EDINBURGH,South,Glencorse WOA,Murrayfield/Ravelston WSZ
73150,WRNW17,All Complete                                      ,22/06/2004,,"323,794.00","672,226.00",South East,AP5HB48156763Q80B1,EH111HZ,EDINBURGH,South,Glencorse WOA,Morningside/Grange WSZ
73729,WRNW17,All Complete                                      ,23/06/2004,1,"301,543.00","662,988.00",South East,APE5JG815B84X8UG68,EH558DT,WEST CALDER,South,Pateshill WOA,Pateshill WSZ
73741,WRNW17,Cancelled with comments                           ,23/06/2004,36,"322,419.00","670,833.00",South East,AP9Q1B8153H422NG09,EH141LP,EDINBURGH,South,Glencorse WOA,Gorgie WSZ
73786,WRNW17,All Complete                                      ,23/06/2004,16,"326,372.00","675,148.00",South East,AP96ER8R5UQ446T09H,EH74PH,EDINBURGH,South,Glencorse WOA,North East Edinburgh WSZ
73869,WRNW17,All Complete with Comments                        ,23/06/2004,22,"327,012.00","675,607.00",South East,APBC1W8H5VG44DN0C1,EH68PU,EDINBURGH,South,Glencorse WOA,North East Edinburgh WSZ
73958,WRNW17,All Complete with Comments                        ,23/06/2004,32,"325,351.00","672,237.00",South East,APHNEP8W5RQ43QTGVR,EH91BW,EDINBURGH,South,Glencorse WOA,Morningside/Grange WSZ
73996,WRNW17,All Complete                                      ,23/06/2004,,"327,476.00","676,375.00",South East,AP9B1U816WW45RNGT1,EH67HP,EDINBURGH,South,Glencorse WOA,North East Edinburgh WSZ
74045,WRNW17,All Complete                                      ,23/06/2004,31,"394,735.00","805,318.00",North East,AP039A855H9423T0YM,AB119LS,ABERDEEN,East,Invercannie & Mannofield WOA,Mannofield WSZ
74051,WRNW17,All Complete                                      ,23/06/2004,111,"395,231.00","805,183.00",North East,AP009B8M5J8421T00M,AB119QP,ABERDEEN,East,Invercannie & Mannofield WOA,Mannofield WSZ
74054,WRNW17,All Complete                                      ,23/06/2004,25,"393,736.00","805,542.00",North East,APJKAA8W5YA426W055,AB116JY,ABERDEEN,East,Invercannie & Mannofield WOA,Mannofield WSZ
74111,WRNW17,All Complete                                      ,23/06/2004,,"349,955.00","614,331.00",South East,AP4W778159T56FA0M3,TD90HT,HAWICK,South,Roberton WOA,Crumhaugh Hill WSZ
74238,WRNW17,All Complete with Comments                        ,23/06/2004,,"324,366.00","676,081.00",South East,APYQ1W8157T45LNGU1,EH53QN,EDINBURGH,South,Glencorse WOA,Craigleith WSZ
74239,WRNW17,All Complete with Comments                        ,23/06/2004,10,"324,630.00","668,327.00",South East,APFL2L8D5QB41UN0VR,EH107AU,EDINBURGH,South,Rosebery (Ed & Lothian) WOA,Hillend High WSZ
74240,WRNW17,All Complete                                      ,23/06/2004,5,"324,379.00","671,563.00",South East,APP52K8W57U42ENGPR,EH105EA,EDINBURGH,South,Glencorse WOA,Morningside/Grange WSZ
74241,WRNW17,All Complete                                      ,23/06/2004,18,"326,235.00","675,324.00",South East,APPX1P815UF448NG91,EH74PP,EDINBURGH,South,Glencorse WOA,North East Edinburgh WSZ
74242,WRNW17,All Complete with Comments                        ,23/06/2004,14,"324,582.00","668,342.00",South East,APFU2L8D5Q841UNGUR,EH107AX,EDINBURGH,South,Rosebery (Ed & Lothian) WOA,Hillend High WSZ
74243,WRNW17,All Complete with Comments                        ,23/06/2004,,"331,075.00","673,568.00",South East,APDK18815LW43DN0M9,EH152DF,EDINBURGH,South,Glencorse WOA,Magdalene/Portobello East WSZ
74244,WRNW17,All Complete with Comments                        ,23/06/2004,81,"325,045.00","674,448.00",South East,APD8268W5QM44UNGGR,EH36RN,EDINBURGH,South,Glencorse WOA,Edinburgh Centre West WSZ
74245,WRNW17,All Complete with Comments                        ,23/06/2004,,"324,372.00","671,561.00",South East,AP94EU8R57U42ETG8H,EH105EA,EDINBURGH,South,Glencorse WOA,Morningside/Grange WSZ
74246,WRNW17,All Complete with Comments                        ,23/06/2004,117,"322,723.00","674,843.00",South East,AP7D2081544441NGA1,EH42NB,EDINBURGH,South,Glencorse WOA,Craigleith WSZ
74247,WRNW17,All Complete with Comments                        ,23/06/2004,13,"324,303.00","669,633.00",South East,AP102L8W57742GNG7R,EH106HW,EDINBURGH,South,Rosebery (Ed & Lothian) WOA,Hillend High WSZ
74248,WRNW17,All Complete with Comments                        ,23/06/2004,263,"332,235.00","673,159.00",South East,APP3188H5NN437NGU9,EH152LD,EDINBURGH,South,Glencorse WOA,Magdalene/Portobello East WSZ
74249,WRNW17,All Complete with Comments                        ,23/06/2004,15,"323,995.00","673,339.00",South East,APRWEV8R56K439TGQH,EH125EH,EDINBURGH,South,Glencorse WOA,Edinburgh Centre West WSZ
74250,WRNW17,All Complete with Comments                        ,23/06/2004,22,"321,166.00","674,585.00",South East,APYC208H51244WNGT1,EH43SN,EDINBURGH,South,Glencorse WOA,Blackhall/Davidson's Mains WSZ
74251,WRNW17,All Complete with Comments                        ,23/06/2004,,"326,111.00","670,916.00",South East,AP121N816U8424N031,EH93ET,EDINBURGH,South,Glencorse WOA,Blackford WSZ
74252,WRNW17,All Complete with Comments                        ,23/06/2004,,"325,855.00","674,683.00",South East,APYW1P817T744XNG31,EH74BW,EDINBURGH,South,Glencorse WOA,Old Town/Canongate WSZ
74309,WRNW17,All Complete                                      ,24/06/2004,,"349,840.00","635,641.00",South East,AP0VA7815935HVEGD3,TD13BE,GALASHIELS,South,Howden WOA,Thornbush to Central Borders WSZ
74311,WRNW17,All Complete with Comments                        ,24/06/2004,,"349,840.00","635,641.00",South East,AP0VA7815935HVEGD3,TD13BE,GALASHIELS,South,Howden WOA,Thornbush to Central Borders WSZ
75494,WRNW17,All Complete                                      ,25/06/2004,,"392,368.00","809,666.00",North East,APC8KBB5BV6447W0MM,AB228AJ,ABERDEEN,East,Inver-Mann-Turriff WOA,Cairnfield WSZ
75543,WRNW17,All Complete                                      ,25/06/2004,8,"341,800.00","865,559.00",North East,APD9KD8K5RV50GE0MT,AB561XR,BUCKIE,East,Turriff WOA,Buckie Rochomie WSZ
75616,WRNW17,All Complete                                      ,25/06/2004,43,"391,704.00","805,715.00",North East,APG99L8M5UB429TGYM,AB154BD,ABERDEEN,East,Invercannie & Mannofield WOA,Slopefield WSZ
75724,WRNW17,All Complete                                      ,28/06/2004,5,"317,781.00","695,835.00",North East,APY86N815AY5E9Y009,KY58AL,LOCHGELLY,East,GLENFARG WOA,Navitie WSZ
76053,WRNW17,All Complete                                      ,28/06/2004,12,"346,155.00","731,539.00",North East,AP2RHH825JD4FVTGU2,DD53BB,DUNDEE,East,Clatto WOA,Balmossie WSZ
76132,WRNW17,All Complete                                      ,28/06/2004,14,"341,094.00","672,621.00",South East,APWAFR8H5Q253XC082,EH331HW,TRANENT,South,Rosebery (Ed & Lothian) WOA,Fountainhall WSZ
76133,WRNW17,All Complete with Comments                        ,28/06/2004,,"299,689.00","675,898.00",South East,AP3WFU805AA45GT0C6,EH496QW,LINLITHGOW,South,Balmore South Region Tweed WOA,Gowanbank WSZ
76137,WRNW17,All Complete                                      ,28/06/2004,11,"355,474.00","685,409.00",South East,APPMFV8J542496UG3U,EH394JR,NORTH BERWICK,South,Castle Moffat WOA,Heugh WSZ
76315,WRNW17,All Complete with Comments                        ,28/06/2004,,"324,503.00","673,823.00",South East,APFFEH8D07K44HTG8R,EH37TQ,EDINBURGH,South,Glencorse WOA,Edinburgh Centre West WSZ
76661,WRNW17,All Complete                                      ,29/06/2004,59,"392,320.00","805,421.00",North East,AP0N9H8M5V2424TGCM,AB106XP,ABERDEEN,East,Invercannie & Mannofield WOA,Airyhall WSZ
76684,WRNW17,All Complete with Comments                        ,29/06/2004,17,"287,939.00","595,517.00",South East,AP9D858D53G5E4AGY5,DG35LZ,THORNHILL,South,Kettleton WOA,Kettleton CWT WSZ
77167,WRNW17,All Complete                                      ,30/06/2004,42,"207,263.00","561,073.00",South East,APX8748C56D5WAAGC8,DG98BD,STRANRAER,South,Auchneel WOA,Auchneel WSZ
77227,WRNW17,All Complete                                      ,30/06/2004,31,"341,334.00","703,064.00",North East,APCV7Y8Q5QY41YX02A,KY86DH,LEVEN,East,Glenfarg & Glendevon WOA,Gallowhill WSZ
77230,WRNW17,All Complete                                      ,30/06/2004,,"353,103.00","705,100.00",North East,APXN7X885FX42YX01B,KY102RR,ANSTRUTHER,East,Glenfarg & Glendevon WOA,Gallowhill WSZ
77233,WRNW17,All Complete                                      ,30/06/2004,19,"311,050.00","688,067.00",North East,APM117895WT4BGUG7G,KY127RG,DUNFERMLINE,East,Glendevon WOA,Glassiebarns WSZ
77876,WRNW17,All Complete with Comments                        ,01/07/2004,10,"205,162.00","560,938.00",South East,APL5748C52A5W8A0U8,DG90BN,STRANRAER,South,Auchneel WOA,Auchneel WSZ
77879,WRNW17,All Complete with Comments                        ,01/07/2004,42,"206,459.00","560,397.00",South East,APNN6U8W54U5WYAGM0,DG97HD,STRANRAER,South,Auchneel WOA,Auchneel WSZ
77883,WRNW17,All Complete                                      ,01/07/2004,46,"262,161.00","581,258.00",South East,AP3M7Y8W5H5575A073,DG73UW,CASTLE DOUGLAS,South,Lochinvar WOA,Creaganfois WSZ
77890,WRNW17,All Complete with Comments                        ,01/07/2004,4,"313,962.00","581,607.00",South East,APP38L8U5K057BAG0G,DG112HG,LOCKERBIE,South,Black Esk WOA,Lockerbie WSZ
77916,WRNW17,All Complete                                      ,01/07/2004,36,"322,419.00","670,833.00",South East,AP9Q1B8153H422NG09,EH141LP,EDINBURGH,South,Glencorse WOA,Gorgie WSZ
78318,WRNW17,All Complete                                      ,01/07/2004,1,"332,788.00","839,996.00",North East,AP2X7F8M5895K0A0RJ,AB554BG,KEITH,East,Spey Badentinan WOA,Dufftown New WSZ
78428,WRNW17,Cancelled with comments                           ,01/07/2004,,"278,975.00","679,312.00",South West,APY8FX805JF467T0T4,FK41HN,BONNYBRIDGE,West,Carron Valley WOA,Carron Valley to Millhall WSZ
78683,WRNW17,Cancelled with comments                           ,02/07/2004,,"278,975.00","679,312.00",South West,APY8FX805JF467T0T4,FK41HN,BONNYBRIDGE,West,Carron Valley WOA,Carron Valley to Millhall WSZ
78850,WRNW17,Cancelled with comments                           ,02/07/2004,6,"262,400.00","660,074.00",South West,APXPL68P5HK4WTQ03U,G735DF,GLASGOW,South,Daer WOA,East Rogerton WSZ
79115,WRNW17,Cancelled with comments                           ,05/07/2004,11,"293,037.00","681,574.00",South West,APUKL88V5WX47AM0U5,FK39JA,GRANGEMOUTH,West,Carron Valley WOA,Salmon Inn WSZ
79267,WRNW17,All Complete                                      ,05/07/2004,20,"322,343.00","673,431.00",South East,APFC2A8D53V43BN0GR,EH126EB,EDINBURGH,South,Glencorse WOA,Murrayfield/Ravelston WSZ
79381,WRNW17,All Complete                                      ,05/07/2004,2,"320,847.00","862,499.00",North West,AP2JLL8550Y5X09GXH,IV301PH,ELGIN,East,Glenlatterach & Badentinan WOA,Morriston WSZ
79833,WRNW17,All Complete                                      ,06/07/2004,160,"388,730.00","813,074.00",North East,APL9AK8355146VWG2W,AB217DN,ABERDEEN,East,Invercannie & Mannofield WOA,Kirkhill Aberdeen WSZ
79847,WRNW17,All Complete                                      ,06/07/2004,9,"393,045.00","804,775.00",North East,APNKAW8K5WX42TW0JW,AB106HR,ABERDEEN,East,Invercannie & Mannofield WOA,Mannofield WSZ
80149,WRNW17,All Complete                                      ,06/07/2004,3,"323,459.00","870,984.00",North West,AP12LL8555J5259GWH,IV316BA,LOSSIEMOUTH,East,Spey Badentinan WOA,Lossiemouth (Coulardhill)Low WSZ
80268,WRNW17,All Complete with Comments                        ,07/07/2004,13,"266,327.00","844,932.00",North West,APTWBJ8L5965MDR06C,IV35NS,INVERNESS,North,Inverness WOA,Inverness WSZ
80858,WRNW17,All Complete                                      ,07/07/2004,,"324,624.00","671,353.00",South East,AP3VKM8J1QB62ALGLR,EH104AD,EDINBURGH,South,Glencorse WOA,Comiston Rd North WSZ
81025,WRNW17,All Complete                                      ,08/07/2004,30,"323,313.00","871,032.00",North West,APUWLL8M55Q5259GWH,IV316BD,LOSSIEMOUTH,East,Spey Badentinan WOA,Lossiemouth (Coulardhill)Low WSZ
81253,WRNW17,All Complete                                      ,08/07/2004,129,"293,703.00","667,970.00",South East,APF1DH8P5Y841NU0HW,EH483JT,BATHGATE,South,Balmore South Region Tweed WOA,East Craigs WSZ
81271,WRNW17,All Complete                                      ,08/07/2004,6,"289,784.00","667,109.00",South East,APFJHC88573408YGMM,EH483SJ,BATHGATE,South,Balmore South Region Tweed WOA,East Craigs WSZ
83302,WRNW17,All Complete                                      ,08/07/2004,46,"390,526.00","807,689.00",North East,APX59H855QH438T0XM,AB165RJ,ABERDEEN,East,Invercannie & Mannofield WOA,Fernhill WSZ
85314,WRNW17,All Complete                                      ,08/07/2004,2,"321,391.00","863,560.00",North West,APC49G8W51W5YHFGG1,IV304DN,ELGIN,East,Glenlatterach & Badentinan WOA,Spynie WSZ
88176,WRNW17,All Complete with Comments                        ,09/07/2004,22,"324,446.00","672,314.00",South East,APWW2F8W57Y43RNGXR,EH104LE,EDINBURGH,South,Glencorse WOA,Morningside/Grange WSZ
88180,WRNW17,Cancelled with comments                           ,09/07/2004,23,"324,415.00","672,340.00",South East,APYA2F8D57W43TNGYR,EH104LF,EDINBURGH,South,Glencorse WOA,Morningside/Grange WSZ
88184,WRNW17,All Complete with Comments                        ,09/07/2004,16,"323,848.00","669,782.00",South East,APKB2K8W56T42JNG5R,EH105SR,EDINBURGH,South,Glencorse WOA,Comiston Rd North WSZ
88401,WRNW17,All Complete                                      ,09/07/2004,104,"276,476.00","562,232.00",South East,APQC7Q8D5W35XVA0U4,DG71EH,CASTLE DOUGLAS,South,Lochinvar WOA,Carlochan WSZ
88627,WRNW17,All Complete with Comments                        ,12/07/2004,28,"297,977.00","575,771.00",South East,APKX7K8V5P354FA0TD,DG12EZ,DUMFRIES,South,Killylour & Terregles WOA,Clunie WSZ
88948,WRNW17,All Complete                                      ,12/07/2004,67,"266,045.00","846,408.00",North West,APT4BJ8Y58P5N5E0DC,IV38DN,INVERNESS,North,Inverness WOA,Inverness WSZ
89029,WRNW17,Cancelled with comments                           ,12/07/2004,,"349,955.00","614,331.00",South East,AP4W778159T56FA0M3,TD90HT,HAWICK,South,Roberton WOA,Crumhaugh Hill WSZ
89030,WRNW17,All Complete                                      ,12/07/2004,3,"321,678.00","862,609.00",North West,APV8LL8M5225X29GXH,IV301QG,ELGIN,East,Glenlatterach & Badentinan WOA,Morriston WSZ
89054,WRNW17,All Complete                                      ,12/07/2004,,"326,261.00","864,770.00",North West,APJDJK8D5U56Y1N0U1,IV308NE,ELGIN,East,Spey Badentinan WOA,Badentinan CWT WSZ
89399,WRNW17,All Complete with Comments                        ,13/07/2004,9,"318,630.00","672,873.00",South East,APDM2E8W5C4432N0GR,EH128JT,EDINBURGH,South,Glencorse WOA,East Craigs/N. Corstorphine WSZ
89495,WRNW17,All Complete                                      ,13/07/2004,30,"393,221.00","804,642.00",North East,APCH9H855XA42QT0FM,AB106BE,ABERDEEN,East,Invercannie & Mannofield WOA,Mannofield WSZ
89504,WRNW17,All Complete                                      ,13/07/2004,16,"324,025.00","674,504.00",South East,APK4EH8W56M44VT0DR,EH41AU,EDINBURGH,South,Glencorse WOA,Inverleith/(Western General) WSZ
89507,WRNW17,All Complete with Comments                        ,13/07/2004,31,"324,801.00","675,655.00",South East,APUDJY895QQ64DA0RH,EH35QH,EDINBURGH,South,Glencorse WOA,Broughton/Chancelot WSZ
89555,WRNW17,All Complete                                      ,13/07/2004,40,"328,593.00","673,568.00",South East,AP5G1T8H5YK43DN0B1,EH87LD,EDINBURGH,South,Glencorse WOA,Meadowfield WSZ
90137,WRNW17,All Complete                                      ,14/07/2004,14,"324,582.00","668,342.00",South East,APFU2L8D5Q841UNGUR,EH107AX,EDINBURGH,South,Rosebery (Ed & Lothian) WOA,Hillend High WSZ
90171,WRNW17,All Complete with Comments                        ,14/07/2004,2,"324,540.00","671,508.00",South East,APBCKF8R5QA52D6G1H,EH104RT,EDINBURGH,South,Glencorse WOA,Comiston Rd North WSZ
90424,WRNW17,All Complete                                      ,14/07/2004,,"333,930.00","865,448.00",North West,APGJLM855A05YE9G5J,IV327NW,FOCHABERS,East,Spey Badentinan WOA,Threaplands WSZ
90528,WRNW17,All Complete with Comments                        ,14/07/2004,,"307,012.00","671,986.00",South East,AP9RJ28R55X43LY04G,EH525JF,BROXBURN,South,Balmore South Region Tweed WOA,Dechmont WSZ
91982,WRNW17,All Complete                                      ,15/07/2004,2,"210,570.00","559,889.00",South East,APNQAX8D5VV5WPEG10,DG98SA,STRANRAER,South,Penwhirn WOA,Sheuchan Hill WSZ
91984,WRNW17,All Complete with Comments                        ,15/07/2004,,"308,196.00","583,020.00",South East,APW8948P6Q8581F0D0,DG111PZ,LOCKERBIE,South,Black Esk WOA,Annandale CWT WSZ
92015,WRNW17,All Complete                                      ,15/07/2004,2,"320,180.00","566,541.00",South East,APBPGW8P5F550YE0K1,DG126JR,ANNAN,South,Black Esk WOA,Landheads WSZ
92492,WRNW17,All Complete                                      ,16/07/2004,79,"355,063.00","702,495.00",North East,AP6W0M8753R41NU0NK,KY102NE,ANSTRUTHER,East,Glenfarg & Glendevon WOA,Carnbee WSZ
92494,WRNW17,All Complete                                      ,16/07/2004,23,"328,943.00","697,477.00",North East,APDTKX8H7GR4F2W0G9,KY14AF,KIRKCALDY,East,GLENFARG WOA,Caskieberran WSZ
92517,WRNW17,All Complete                                      ,16/07/2004,68,"394,738.00","805,221.00",North East,AP6K9A857H9421T0YM,AB119DS,ABERDEEN,East,Invercannie & Mannofield WOA,Mannofield WSZ
92522,WRNW17,All Complete                                      ,16/07/2004,66,"394,738.00","805,221.00",North East,APXMAA8M5H8521J07M,AB119DS,ABERDEEN,East,Invercannie & Mannofield WOA,Mannofield WSZ
92533,WRNW17,All Complete                                      ,16/07/2004,66,"394,738.00","805,221.00",North East,APXMAA8M5H8521J07M,AB119DS,ABERDEEN,East,Invercannie & Mannofield WOA,Mannofield WSZ
92700,WRNW17,All Complete                                      ,19/07/2004,,"389,250.00","827,368.00",North East,APVC468D5625DU7GN5,AB417NY,ELLON,East,Turriff WOA,Raitshill Pitmedden WSZ
92748,WRNW17,All Complete                                      ,19/07/2004,8,"341,581.00","865,267.00",North East,APVTLM855RE5YB901J,AB561RP,BUCKIE,East,Turriff WOA,Buckie Rochomie WSZ
92921,WRNW17,All Complete                                      ,19/07/2004,79,"326,002.00","671,313.00",South East,AP78EQ8W5TH42ATG5R,EH92PQ,EDINBURGH,South,Glencorse WOA,Blackford WSZ
92933,WRNW17,All Complete                                      ,19/07/2004,79,"326,002.00","671,313.00",South East,AP78EQ8W5TH42ATG5R,EH92PQ,EDINBURGH,South,Glencorse WOA,Blackford WSZ
92965,WRNW17,All Complete with Comments                        ,19/07/2004,107,"333,841.00","664,331.00",South East,AP25JL8H5AB4YWUG8A,EH224LA,DALKEITH,South,Rosebery (Ed & Lothian) WOA,Campwood WSZ
93163,WRNW17,All Complete                                      ,20/07/2004,54,"357,262.00","703,605.00",North East,APVA0Q8Q67J418UGLB,KY103AY,ANSTRUTHER,East,Glenfarg & Glendevon WOA,Carnbee WSZ
93271,WRNW17,All Complete with Comments                        ,20/07/2004,,"366,276.00","678,322.00",South East,APFV6N8D59546PY0NV,EH421TS,DUNBAR,South,Castle Moffat WOA,Dunbar WSZ
93377,WRNW17,All Complete                                      ,20/07/2004,8,"298,598.00","668,194.00",South East,APPDH38C58261U40A6,EH481EN,BATHGATE,South,Pateshill WOA,Limefield WSZ
93461,WRNW17,All Complete                                      ,20/07/2004,81,"266,009.00","845,429.00",North West,APJTFA8Y58M5NM9GWC,IV35QQ,INVERNESS,North,Inverness WOA,Inverness WSZ
93595,WRNW17,Cancelled with comments                           ,21/07/2004,,"308,967.00","605,725.00",South East,APEF8C8R5RQ529A0GG,DG109BY,MOFFAT,South,Moffat WOA,Chapelhill WSZ
93603,WRNW17,All Complete with Comments                        ,21/07/2004,,"308,966.00","585,051.00",South East,APY794875R359XF0E0,DG111TD,LOCKERBIE,South,Black Esk WOA,Annandale CWT WSZ
93616,WRNW17,Cancelled with comments                           ,21/07/2004,5,"299,659.00","568,720.00",South East,APPQ808D5AV511A0H6,DG14QX,DUMFRIES,South,Kettleton WOA,Kettleton CWT WSZ
93721,WRNW17,All Complete                                      ,21/07/2004,59,"359,032.00","866,254.00",North East,APH7LM855U150U9GRK,AB452RS,BANFF,East,Turriff WOA,Portsoy HL Damheads WSZ
93730,WRNW17,All Complete                                      ,21/07/2004,40,"393,192.00","805,661.00",North East,APGE9H8M5X8428TGGM,AB106SY,ABERDEEN,East,Invercannie & Mannofield WOA,Airyhall WSZ
93983,WRNW17,All Complete with Comments                        ,21/07/2004,7,"348,999.00","700,021.00",North East,APAB7X883PX40GX0TA,KY91BL,LEVEN,East,Glenfarg & Glendevon WOA,Carnbee WSZ
94157,WRNW17,All Complete                                      ,21/07/2004,107,"393,181.00","809,103.00",North East,APT89A8M5WP44XT08M,AB242RN,ABERDEEN,East,Inver-Mann-Turriff WOA,Cairnfield WSZ
94319,WRNW17,Cancelled with comments                           ,22/07/2004,25,"283,376.00","561,599.00",South East,AP2F7H8V5AK5XJAGBD,DG54JS,DALBEATTIE,South,Lochinvar WOA,Caigton WSZ
94490,WRNW17,All Complete with Comments                        ,22/07/2004,1,"394,001.00","805,324.00",North East,APLP98855YH422T0JM,AB116SS,ABERDEEN,East,Invercannie & Mannofield WOA,Mannofield WSZ
94499,WRNW17,All Complete with Comments                        ,22/07/2004,16,"354,573.00","702,640.00",North East,APJN4298A2541RYGPB,KY102PZ,ANSTRUTHER,East,Glenfarg & Glendevon WOA,Carnbee WSZ
94837,WRNW17,All Complete                                      ,23/07/2004,16,"363,222.00","828,240.00",North East,APC74Q855K75D97GPK,AB526HX,INSCH,East,Inver-Mann-Turriff WOA,Inschfield WSZ
95332,WRNW17,All Complete                                      ,25/07/2004,18,"394,471.00","806,746.00",North East,APED97855GQ43RT0DM,AB245JH,ABERDEEN,East,Invercannie & Mannofield WOA,Mannofield WSZ
95684,WRNW17,All Complete                                      ,26/07/2004,27,"325,203.00","674,147.00",South East,AP7H4U825RF64NKGMR,EH21JX,EDINBURGH,South,Glencorse WOA,Edinburgh Centre West WSZ
95713,WRNW17,All Complete                                      ,26/07/2004,3,"324,495.00","673,850.00",South East,APYWD78167J64HF0J9,EH37TH,EDINBURGH,South,Glencorse WOA,Edinburgh Centre West WSZ
96269,WRNW17,All Complete                                      ,27/07/2004,1,"324,242.00","676,174.00",South East,AP571W8157345NNG51,EH52AF,EDINBURGH,South,Glencorse WOA,Craigleith WSZ
96282,WRNW17,All Complete                                      ,27/07/2004,16,"313,449.00","581,319.00",South East,APMK8L8U5J0576AG0G,DG112DZ,LOCKERBIE,South,Black Esk WOA,Lockerbie WSZ
96607,WRNW17,All Complete                                      ,28/07/2004,,"328,860.00","862,703.00",North West,APER6M8K1G35X5YG3R,IV308LQ,ELGIN,East,Spey Badentinan WOA,Threaplands WSZ
97281,WRNW17,All Complete                                      ,29/07/2004,,"371,410.00","757,912.00",North East,AP4LAH8J5375VQJ074,DD108JE,MONTROSE,East,Lintrathen WOA,Hillhead WSZ
97421,WRNW17,All Complete with Comments                        ,29/07/2004,7,"325,778.00","676,605.00",South East,AP5Y1P815T345VN0Q1,EH64QQ,EDINBURGH,South,Marchbank WOA,Marchbank Hermiston WSZ
97422,WRNW17,All Complete with Comments                        ,29/07/2004,20,"327,219.00","671,904.00",South East,AP9G1G815WD43KNGT1,EH165DA,EDINBURGH,South,Glencorse WOA,Prestonfield WSZ
97424,WRNW17,All Complete                                      ,29/07/2004,6,"325,198.00","676,488.00",South East,APY41W8H5RE45UNGW1,EH53ES,EDINBURGH,South,Glencorse WOA,Craigleith WSZ
97427,WRNW17,All Complete with Comments                        ,29/07/2004,5,"328,181.00","674,050.00",South East,APD11T8H5Y944MN0J1,EH87DW,EDINBURGH,South,Glencorse WOA,Dunsapie WSZ
97431,WRNW17,All Complete                                      ,29/07/2004,3,"323,043.00","671,870.00",South East,AP9Y2G8W65843JN0YR,EH111QP,EDINBURGH,South,Glencorse WOA,Edinburgh Centre West WSZ
97432,WRNW17,All Complete                                      ,29/07/2004,,"326,626.00","675,193.00",South East,AP5V1W8H7V8446NG61,EH68SD,EDINBURGH,South,Glencorse WOA,North East Edinburgh WSZ
97433,WRNW17,All Complete                                      ,29/07/2004,,"326,626.00","675,193.00",South East,AP5V1W8H7V8446NG61,EH68SD,EDINBURGH,South,Glencorse WOA,North East Edinburgh WSZ
97435,WRNW17,All Complete with Comments                        ,29/07/2004,,"323,062.00","574,190.00",South East,AP9U948V55Q54LFGH1,DG113PQ,LOCKERBIE,South,Winterhope WOA,Winterhope WSZ
97570,WRNW17,All Complete with Comments                        ,29/07/2004,27,"354,829.00","702,548.00",North East,APTT0M8P53A41PU0MK,KY102LA,ANSTRUTHER,East,Glenfarg & Glendevon WOA,Carnbee WSZ
97582,WRNW17,All Complete                                      ,29/07/2004,17,"350,325.00","716,992.00",North East,AP8G1X8J5A148RU043,KY169JB,ST. ANDREWS,East,LHills & GFarg & Glendevon WOA,Nether Strathkinness WSZ
97596,WRNW17,All Complete                                      ,29/07/2004,7,"327,522.00","690,867.00",North East,AP5R0L825WG4CUUGDR,KY11PT,KIRKCALDY,East,GLENFARG WOA,Carberry Low WSZ
